"","SurveyNumber","FieldNumber","qpcr_a","qpcr_b","qpcr_c","toeclip_extracted","swab_extracted","successful culture?","dayCaptured","monthCaptured","yearCaptured","Taxon","Site","SVL_mm","Mass_g","TissueTaken","Sex","Lifestage","Latitude","Longitude","Elevation_feet","Elevation_m","Locality","Site_name","Capture_time","Comments","picture","max_temp_daily","min_temp_daily","mean_temp_at_hour","mean_rel_humidity_at_hour","max_relative_humidity","min_relative_humidity","max_temp_monthly","min_temp_monthly","bay_area_only","other_permit","ZE_1","ZE_2","ZE_3"
"943",123,"IDR933",0,0,0,NA,NA,"n",7,"March",2020,"Pseudacris_regilla","Blue Oak Ranch","35","4.5","swab, toeclip, culture, mucosome","male","adult",37.37985,-121.74673,2353,717.2,"pond","west_pond","23_04","mucosa start 23:54 end 24:44; culture from swab AND toeclip","DSC0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"944",123,"IDR934",0,0.04805962,0.047493804,NA,NA,"n",7,"March",2020,"Lithobates_catesbeianus","Blue Oak Ranch","73.5","41.5","swab, mucosome","male","adult",37.37985,-121.74673,2353,717.2,"pond","west_pond","23_07","mucosa start 24:01 end 24:56; culture from swab AND toeclip","DSC0035-0036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3.844769597",3.79950434
"945",123,"IDR935",0.125968665,0.037919346,0,NA,NA,"n",7,"March",2020,"Pseudacris_regilla","Blue Oak Ranch","35","4.5","swab, toeclip, culture, mucosome","male","adult",37.37985,-121.74673,2353,717.2,"pond","west_pond","23_09","mucosa start 24:03 end 01:03; culture from swab AND toeclip","DSC0037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.07749319","3.033547699",0
"946",123,"IDR936",0.596782088,0.458166122,0.426627457,NA,NA,"n",7,"March",2020,"Lithobates_catesbeianus","Blue Oak Ranch","116.5",NA,"swab, toeclip, culture, mucosome","male","adult",37.37985,-121.74673,2353,717.2,"pond","west_pond","23_17","mucosa start 24:07 end 01:12; culture from swab AND toeclip","DSC0038-0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.74256706","36.65328979",34.13019657
"947",123,"IDR937",0,0,0,NA,NA,"n",7,"March",2020,"Pseudacris_regilla","Blue Oak Ranch","35","4.5","swab, toeclip, culture, mucosome","male","adult",37.37985,-121.74673,2353,717.2,"pond","west_pond","23_18","mucosa start 24:12 end 01:20; culture from swab AND toeclip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"948",123,"IDR938",0.038627688,0,0,NA,NA,"n",7,"March",2020,"Lithobates_catesbeianus","Blue Oak Ranch","58","19","swab, toeclip, culture, mucosome",NA,"juvenile",37.37985,-121.74673,2353,717.2,"pond","west_pond","23_26","mucosa start 234:16 end 01:29; sloughing, scar; culture from swab AND toeclip","DSC0041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.090215027","0",0
"949",123,"IDR939",5.805392265,4.866821766,5.584443569,NA,NA,"n",7,"March",2020,"Lithobates_catesbeianus","Blue Oak Ranch","62","30.5","swab, toeclip, culture, mucosome",NA,"juvenile",37.37985,-121.74673,2353,717.2,"pond","west_pond","23_29","mucosa start 24:20 end 01:37; culture from swab AND toeclip","DS0042-0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"464.4313812","389.3457413",446.7554855
"950",123,"IDR940",0.147873893,0.103778146,0,NA,NA,"n",7,"March",2020,"Pseudacris_regilla","Blue Oak Ranch","34.5","4.5","swab, toeclip, culture, mucosome","male","adult",37.37985,-121.74673,2353,717.2,"pond","west_pond","23_51","mucosa start 24:23 end ~01:45; culture from swab AND toeclip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.82991147","8.302251697",0
"951",125,"IDR941",0,0.022338094,0,NA,NA,"n",8,"March",2020,"Pseudacris_regilla","Quail Ridge","34","4","swab, toeclip, culture, mucosome","male","adult",38.5168,-122.15207,1032,314.6,"trough","far_pond","19_54","mucosa start 20:19 end 20:42; culture from swab AND toeclip","DSC0072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1.787047535",0
"952",125,"IDR942",0.000226257,0,0.035702858,NA,NA,"n",8,"March",2020,"Pseudacris_regilla","Quail Ridge","31","3.5","swab, toeclip, culture, mucosome","male","adult",38.5168,-122.15207,1032,314.6,"trough","far_pond","20_00","mucosa start 20:23 end 20:50; culture from swab AND toeclip","DSC0073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.018100534","0",2.85622865
"953",125,"IDR943",0.068614058,0,0,NA,NA,"n",8,"March",2020,"Pseudacris_regilla","Quail Ridge","36.5","5","swab, toeclip, culture, mucosome","male","adult",38.5168,-122.15207,1032,314.6,"trough","far_pond","20_03","mucosa start 20:25 end 20:58; culture from swab AND toeclip","DSC0074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.489124656","0",0
"954",125,"IDR944",0.000820482,0,0.047063217,NA,NA,"n",8,"March",2020,"Pseudacris_regilla","Quail Ridge","32","4","swab, toeclip, culture, mucosome","male","adult",38.5168,-122.15207,1032,314.6,"trough","far_pond","20_05","mucosa start 20:28 end 21:05; culture from swab AND toeclip","DSC0075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.065638521","0",3.765057325
"955",125,"IDR945",0,0,0,NA,NA,"n",8,"March",2020,"Pseudacris_regilla","Quail Ridge","29","3","swab, toeclip, culture, mucosome","male","adult",38.5168,-122.15207,1032,314.6,"trough","far_pond","20_06","mucosa start 20:31 end 21:12; culture from swab AND toeclip","DSC0076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"956",125,"IDR946",0,0,0,NA,NA,"n",8,"March",2020,"Pseudacris_regilla","Quail Ridge","32.5","4","swab, toeclip, culture, mucosome","male","adult",38.5168,-122.15207,1032,314.6,"trough","far_pond","20_09","mucosa start 20:33 end 21:21; culture from swab AND toeclip","DSC0078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"957",127,"IDR947",2.154485226,1.222071767,1.486529589,NA,NA,"n",9,"March",2020,"Rana_boylii","Stebbins","30","4","swab, toeclip, culture, mucosome",NA,"juvenile",38.49517,-122.10069,727,221.6,"stream","cold_creek_cooler_site","18_22","mucosa start 19:17 end 19:42; culture from swab AND toeclip","DSC0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"172.3588181","97.76574135",118.9223671
"958",127,"IDR948",0,0,0,NA,NA,"n",9,"March",2020,"Rana_boylii","Stebbins","25.5","2.5","swab, toeclip, culture, mucosome",NA,"juvenile",38.49517,-122.10069,727,221.6,"stream","cold_creek_cooler_site","18_25","mucosa start 19:21 end 19:50; culture from swab AND toeclip","DSC0082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"959",127,"IDR949",0,0.02255654,0,NA,NA,"n",9,"March",2020,"Rana_boylii","Stebbins","33.5","4","swab, toeclip, culture, mucosome",NA,"juvenile",38.49517,-122.10069,727,221.6,"stream","cold_creek_cooler_site","18_27","mucosa start 19:29 end 20:11; culture from swab AND toeclip","DSC0086-0087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1.80452317",0
"960",127,"IDR950",1.721109152,0,0,NA,NA,"n",9,"March",2020,"Rana_boylii","Stebbins","26.5","3","swab, toeclip, culture, mucosome",NA,"juvenile",38.49545,-122.10013,615,187.5,"stream","cold_creek_cooler_site","18_37","mucosa start 19:24 end 19:59; culture from swab AND toeclip","DSC0083-0085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137.6887321","0",0
"961",128,"IDR951",0.45869112,0.235065863,0.866838694,NA,NA,"n",9,"March",2020,"Rana_boylii","Stebbins","32","4.5","swab, toeclip, culture, mucosome",NA,"juvenile",NA,NA,NA,NA,"stream","creek_trail_crossing","21_07","mucosa start 21:39 end 22:00; culture from swab AND toeclip","DSC0089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36.69528961","18.805269",69.34709549
"962",128,"IDR952",0.114901647,0,0,NA,NA,"n",9,"March",2020,"Pseudacris_regilla","Stebbins","35","4.5","swab, toeclip, culture, mucosome","male","adult",NA,NA,NA,NA,"stream","creek_trail_crossing","21_09","mucosa start 21:44 end 22:10; culture from swab AND toeclip","DSC0090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.192131758","0",0
"963",130,"IDR953",0.328278691,0,0,NA,NA,"n",10,"March",2020,"Anaxyrus_boreas","Hastings","89",">100","swab, toeclip, culture, mucosome","male","adult",36.3857,-121.55541,1692,515.7,"seep","horseshoe","19_38","mucosa start 20:14 end 21:02; culture from swab AND toeclip","DSC0106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.26229525","0",0
"964",130,"IDR954",10.67844009,9.322332382,10.52346802,NA,NA,"n",10,"March",2020,"Anaxyrus_boreas","Hastings","70","47","swab, toeclip, culture, mucosome","female","adult",36.38593,-121.5555,1694,516.3,"pond","horseshoe","19_46","mucosa start 20:18 and 21:12; culture from swab AND toeclip","DSC0108-0113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"854.2752075","745.7865906",841.8774414
"965",130,"IDR955",2.55387187,1.846167684,2.931910992,NA,NA,"n",10,"March",2020,"Anaxyrus_boreas","Hastings","73.5","57.5","swab, toeclip, culture, mucosome","female","adult",NA,NA,NA,NA,"pond","horseshoe","19_47","mucosa start 20:22 end 21:21; culture from swab AND toeclip","DSC0114-0115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204.3097496","147.6934147",234.5528793
"966",130,"IDR956",0.055881523,0,0,NA,NA,"n",10,"March",2020,"Pseudacris_regilla","Hastings","31.5","3","swab, toeclip, culture, mucosome","male","adult",NA,NA,NA,NA,"pond","horseshoe","19_50","mucosa start 20:26 end 21:30; culture from swab AND toeclip","DSC0116-0117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.470521808","0",0
"967",130,"IDR957",0,0,0,NA,NA,"n",10,"March",2020,"Pseudacris_regilla","Hastings","34","4","swab, toeclip, culture, mucosome","male","adult",NA,NA,NA,NA,"pond","horseshoe","19_51","mucosa start 20:28 end 21:39; culture from swab AND toeclip","DSC0118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"968",130,"IDR958",0.191971391,0.04650161,0,NA,NA,"n",10,"March",2020,"Pseudacris_regilla","Hastings","34.5","5","swab, toeclip, culture, mucosome","male","adult",NA,NA,NA,NA,"pond","horseshoe","19_54","missing 2 fingers on left hand; mucosa start 20:32 end 21:45; culture from swab AND toeclip","DSC0119-0120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.35771132","3.720128834",0
"969",130,"IDR959",18.21724319,16.56896782,20.24844551,NA,NA,"n",10,"March",2020,"Pseudacris_regilla","Hastings","39.5","7","swab, toeclip, culture, mucosome","male","adult",36.38593,-121.55552,1693,516,"pond","horseshoe","19_57","mucosa start 20:35 end 21:54; culture from swab AND toeclip","DSC0121-0122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1457.379456","1325.517426",1619.875641
"970",130,"IDR960",5.07253e-05,0,0,NA,NA,"n",10,"March",2020,"Pseudacris_regilla","Hastings","34","3.5","swab, toeclip, culture, mucosome","male","adult",36.38597,-121.55546,1695,516.6,"pond","horseshoe","19_58","mucosa start 20:40 end 22:00; culture from swab AND toeclip","DSC0124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.004058024","0",0
"971",130,"IDR961",4.441444397,2.858729362,3.679419994,NA,NA,"n",10,"March",2020,"Pseudacris_regilla","Hastings","35","4","swab, toeclip, culture, mucosome","male","adult",36.38594,-121.55551,1694,516.3,"pond","horseshoe","20_00","mucosa start 20:43 end 22:07; culture from swab AND toeclip","DSC0125-0127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"355.3155518","228.698349",294.3535995
"972",130,"IDR962",41.71353149,41.76872635,37.38951492,NA,NA,"n",10,"March",2020,"Anaxyrus_boreas","Hastings","26.5","2","swab, toeclip, culture, mucosome",NA,"juvenile",36.38594,-121.55549,1694,516.3,"pond","horseshoe","20_02","mucosa start 20:49 end 22:16; culture from swab AND toeclip","DSC0128-0129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3337.08252","3341.498108",2991.161194
"973",130,"IDR963",52.10340118,49.94799042,57.76375198,NA,NA,"n",10,"March",2020,"Pseudacris_regilla","Hastings","34.5","3.5","swab, toeclip, culture, mucosome","male","adult",36.38594,-121.55549,1694,516.3,"pond","horseshoe","20_03","mucosa start 20:53 end 22:24","DSC0130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4168.272095","3995.839233",4621.100159
"974",131,"IDR964",0,0,0,NA,NA,"n",10,"March",2020,"Pseudacris_regilla","Hastings","21","1","swab, toeclip, culture",NA,"adult",36.38377,-121.55624,1675,510.5,"road","main_road","21_56","culture from swab AND toeclip","DSC0131-0132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"975",131,"IDR965",1.089434505,1.065990806,1.427259684,NA,NA,"n",10,"March",2020,"Anaxyrus_boreas","Hastings","39","6","swab, toeclip, culture",NA,"juvenile",36.37623,-121.55969,1621,494.1,"road","main_road","22_17","culture from swab AND toeclip","DSC0133-0134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87.15476036","85.27926445",114.1807747
"976",132,"IDR966",4.396253586,2.880734444,3.121314287,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","29","2.5","swab, RNA toeclip, culture","male","adult",34.09622,-118.65382,1099,335,"stream","original_creek","19_10",NA,"DSC0156-0157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"351.7002869","230.4587555",249.705143
"977",132,"IDR967",0.263102174,0.097138144,0.122187659,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","30","3","swab, RNA toeclip, culture","male","adult",34.09632,-118.65379,1101,335.6,"stream","original_creek","19_15","bleeding out of last toe both feet (before processing)","DSC0158-0159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.0481739","7.771051526",9.775012732
"978",132,"IDR968",0,0,0,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","31","2.5","swab, RNA toeclip, culture","male","adult",34.09634,-118.65377,1099,335,"stream","original_creek","19_20","bruise on hind left leg (limp foreleg before processing)","DSC0160-0161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"979",132,"IDR969",0.159067839,0.054462921,0,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","32","2.5","swab, RNA toeclip, culture","male","adult",34.09634,-118.65377,1099,335,"stream","original_creek","19_24",NA,"DSC0162-0163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.72542715","4.35703367",0
"980",132,"IDR970",9.77772522,7.901148796,9.527049065,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","32","3","swab, RNA toeclip, culture","male","adult",34.09623,-118.65384,1096,334.1,"stream","original_creek","19_29",NA,"DSC0164-0165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"782.2180176","632.0919037",762.1639252
"981",132,"IDR971",0.195296973,0.191558897,0.235218063,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","30","2.5","swab, RNA toeclip, culture","male","adult",34.09617,-118.65374,1097,334.4,"stream","original_creek","19_35",NA,"DSC0166-0167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.62375784","15.3247118",18.81744504
"982",132,"IDR972",0,0.048904233,0,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","34","2.5","swab, RNA toeclip, culture","male","adult",34.09617,-118.65374,1097,334.4,"stream","original_creek","19_35","sloughing","DSC0168-0169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3.912338614",0
"983",132,"IDR973",2.08981657,1.855939984,1.823918104,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","32.5","3.5","swab, RNA toeclip, culture","male","adult",34.0962,-118.65377,1095,333.8,"stream","original_creek","19_37",NA,"DSC0170-0171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167.1853256","148.4751987",145.9134483
"984",132,"IDR974",0.083680153,0,0.106154345,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","29.5","2.5","swab, RNA toeclip, culture","male","adult",34.09613,-118.65366,1095,333.8,"stream","original_creek","19_40",NA,"DSC0172-0173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.694412231","0",8.492347598
"985",132,"IDR975",0,0,0,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","33.5","3","swab, RNA toeclip, culture","male","adult",34.09613,-118.6535,1094,333.5,"stream","original_creek","19_32",NA,"DSC0174-0175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"986",132,"IDR976",0.089458756,0.090367831,0.134909138,NA,NA,"n",13,"March",2020,"Pseudacris_cadaverina","Stunt Ranch","31","3.5","swab, RNA toeclip, culture",NA,"juvenile",34.09613,-118.6535,1094,333.5,"stream","original_creek","19_42",NA,"DSC0176-0177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.156700492","7.229426503",10.79273105
"987",132,"IDR977",0,0,0,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","30","3","swab, RNA toeclip, culture","male","adult",34.0961,-118.65356,1094,333.5,"stream","original_creek","19_46",NA,"DSC0178-0179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"988",132,"IDR978",0,0,0,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","35","5.5","swab, RNA toeclip, culture","female","adult",34.0961,-118.65356,1094,333.5,"stream","original_creek","19_48","gravid","DSC0180-0181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"989",132,"IDR979",8.979356766,8.617794991,10.52895927,NA,NA,"n",13,"March",2020,"Pseudacris_sp","Stunt Ranch","31.5","2.5","swab, RNA toeclip, culture","male","adult",34.09606,-118.6535,1092,332.8,"stream","original_creek","19_54",NA,"DSC0182-0183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"718.3485413","689.4235992",842.3167419
"990",133,"IDR980",1.879734278,1.331334114,1.844737291,NA,NA,"y",14,"March",2020,"Pseudacris_sp","Stunt Ranch","30.5","2.5","swab, RNA toeclip, culture","male","adult",34.09792,-118.65608,977,297.8,"stream","upper_creek","19_16",NA,"DSC0184-0185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.3787422","106.5067291",147.5789833
"991",133,"IDR981",0.31396246,0.2678155,0.436075002,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","30","2.5","swab, RNA toeclip, culture","male","adult",NA,NA,NA,NA,"stream","upper_creek","19_17",NA,"DSC0186-0187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.11699677","21.42524004",34.88600016
"992",133,"IDR982",0.058811989,0,0,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","29","3","swab, RNA toeclip, culture","male","adult",34.09788,-118.65613,975,297.2,"stream","upper_creek","19_22",NA,"DSC0188-0189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.704959095","0",0
"993",133,"IDR983",1.183387041,0.750022173,0.798233628,NA,NA,"y",14,"March",2020,"Pseudacris_sp","Stunt Ranch","29","2.5","swab, RNA toeclip, culture","male","adult",NA,NA,NA,NA,"stream","upper_creek","19_23",NA,"DSC0190-0191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94.67096329","60.00177383",63.85869026
"994",133,"IDR984",0,0,0,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","29.5","3","swab, RNA toeclip, culture","male","adult",34.09784,-118.65606,990,301.8,"stream","upper_creek","19_25",NA,"DSC0192-0193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"995",133,"IDR985",0,0.037783165,0.061574895,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","30.5","2","swab, RNA toeclip, culture","male","adult",34.09785,-118.6561,996,303.6,"stream","upper_creek","19_27",NA,"DSC0194-0195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3.022653162",4.925991595
"996",133,"IDR986",4.095092773,4.617253304,5.860365391,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","32","2.5","swab, RNA toeclip, culture","male","adult",NA,NA,NA,NA,"stream","upper_creek","19_27",NA,"DSC0196-0197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"327.6074219","369.3802643",468.8292313
"997",133,"IDR987",0.335312277,0.916298032,0.954438746,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","31.5","3","swab, RNA toeclip, culture","male","adult",34.09785,-118.6561,996,303.6,"stream","upper_creek","19_30",NA,"DSC0198-0199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.82498217","73.30384254",76.35509968
"998",133,"IDR988",10.04409599,12.76493263,16.64057922,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","32","0.5","swab, RNA toeclip, culture","male","adult",NA,NA,NA,NA,"stream","upper_creek","19_33",NA,"DSC0201-0202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"803.5276794","1021.194611",1331.246338
"999",133,"IDR989",5.616215229,7.529894829,7.756828308,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","29","0.5","swab, RNA toeclip, culture","male","adult",34.09784,-118.65615,993,302.7,"stream","upper_creek","19_33",NA,"DSC0209-0210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"449.2972183","602.3915863",620.5462646
"1000",133,"IDR990",0.647920728,1.201017499,1.080400467,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","31.5","0.5","swab, RNA toeclip, culture","male","adult",NA,NA,NA,NA,"stream","upper_creek","19_34",NA,"DSC0212-0213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51.83365822","96.08139992",86.43203735
"1001",133,"IDR991",0,0,0,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","29","2","swab, RNA toeclip, culture","male","adult",NA,NA,NA,NA,"stream","upper_creek","19_40",NA,"DSC0215, DSC0217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"1002",133,"IDR992",0,0,0,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","29.5","2.5","swab, RNA toeclip, culture","male","adult",NA,NA,NA,NA,"stream","upper_creek","19_42",NA,"DSC0218-0219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"1003",133,"IDR993",0.705443263,0.707827091,0.712155759,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","36.5","2.5","swab, RNA toeclip, culture","male","adult",NA,NA,NA,NA,"stream","upper_creek","19_42",NA,"DSC0220-0221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56.43546104","56.6261673",56.97246075
"1004",133,"IDR994",0,0.034337968,0.0314271,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","36.5","2.5","swab, RNA toeclip, culture","male","adult",NA,NA,NA,NA,"stream","upper_creek","19_47",NA,"DSC0222-0223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2.747037411",2.514168024
"1005",133,"IDR995",1.194140077,2.429721832,1.748388886,NA,NA,"n",14,"March",2020,"Pseudacris_sp","Stunt Ranch","28.5","2","swab, RNA toeclip, culture","male","adult",NA,NA,NA,NA,"stream","upper_creek","19_49",NA,"DSC0224-0225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.53120613","194.3777466",139.8711109
"1006",135,"IDR996",18.87796021,16.97158241,20.39104462,NA,NA,"n",15,"March",2020,"Pseudacris_regilla","Sedgwick","34","4","swab, RNA toeclip, culture","male","adult",NA,NA,NA,NA,"pond","large_pond_behind_whitehouse","19_36",NA,"DSC0226-0227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1510.236816","1357.726593",1631.283569
"1007",135,"IDR997",0,0,0,NA,NA,"n",15,"March",2020,"Pseudacris_regilla","Sedgwick","27.5","2","swab, RNA toeclip","male","adult",34.69545,-120.0416,1107,337.4,"pond","large_pond_behind_whitehouse","19_37","no pattern on back","DSC0228-0229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0
"1008",135,"IDR998",0.680528402,1.421608329,1.525147557,NA,NA,"n",15,"March",2020,"Anaxyrus_boreas","Sedgwick","75","57","swab, RNA toeclip, culture","male","adult",34.69545,-120.0416,1107,337.4,"pond","large_pond_behind_whitehouse","19-37",NA,"DSC0230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54.44227219","113.7286663",122.0118046
"1009",135,"IDR999",NA,0.03659017,0.034740783,NA,NA,"n",15,"March",2020,"Anaxyrus_boreas","Sedgwick","78.5","55.5","swab, RNA toeclip, culture","female","adult",34.69545,-120.0416,1107,337.4,"pond","large_pond_behind_whitehouse","19_40",NA,"DSC0234-0235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2.927213609",2.779262662
"1010",135,"IDR1000",3.334410906,3.318092346,3.431766748,NA,NA,"n",15,"March",2020,"Anaxyrus_boreas","Sedgwick","88.5","75","swab, RNA toeclip, culture","female","adult",34.69545,-120.0416,1107,337.4,"pond","large_pond_behind_whitehouse","19_45",NA,"DSC0231-0233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"266.7528725","265.4473877",274.5413399
"1011",135,"IDR1001",8.441709518,10.64429188,13.4229126,NA,NA,"n",15,"March",2020,"Pseudacris_regilla","Sedgwick","32","3","swab, RNA toeclip, culture","male","adult",34.69545,-120.0416,1107,337.4,"pond","large_pond_behind_whitehouse","19_46","very small right foot","DSC0236-0237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"675.3367615","851.5433502",1073.833008
"1012",135,"IDR1002",2.439782619,3.490631342,4.88078928,NA,NA,"n",15,"March",2020,"Anaxyrus_boreas","Sedgwick","75","56.5","swab, RNA toeclip, culture","male","adult",34.69545,-120.0416,1107,337.4,"pond","large_pond_behind_whitehouse","19_47","lesion on butt","DSC0238-0240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"195.1826096","279.2505074",390.4631424
"1013",135,"IDR1003",0.041822076,0.039951418,0.069535665,NA,NA,"y",15,"March",2020,"Pseudacris_regilla","Sedgwick","31","3.5","swab, RNA toeclip, culture","male","adult",34.69545,-120.0416,1107,337.4,"pond","large_pond_behind_whitehouse","19_49",NA,"DSC0241-0243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.345766068","3.196113408",5.562853217
"1014",135,"IDR1004",0,0.069617495,0.03717456,NA,NA,"n",15,"March",2020,"Pseudacris_regilla","Sedgwick","29.5","2","swab, RNA toeclip, culture","male","adult",34.69545,-120.0416,1107,337.4,"pond","large_pond_behind_whitehouse","19_51","deformed right foor","DSC0244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","5.569399595",2.97396481
"1015",135,"IDR1005",2.216919184,3.394990683,3.763865232,NA,NA,"n",15,"March",2020,"Pseudacris_regilla","Sedgwick","34","2.5","swab, RNA toeclip, culture","male","adult",34.69545,-120.0416,1107,337.4,"pond","large_pond_behind_whitehouse","19_53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"177.3535347","271.5992546",301.1092186
